dataset,reviewer,prompt_id,model,n_SEN,tok_SEN,word_SEN,n_AUR,tok_AUR,word_AUR,n_TEN,tok_TEN,word_TEN,n_DIR,tok_DIR,word_DIR,n_FIX,tok_FIX,word_FIX,n_RECT,tok_RECT,word_RECT,n_TSH,tok_TSH,word_TSH,n_QOP,tok_QOP,word_QOP,n_QCL,tok_QCL,word_QCL,n_LMT,tok_LMT,word_LMT,n_MEN,tok_MEN,word_MEN,n_VIN,tok_VIN,word_VIN,n_NIN,tok_NIN,word_NIN,n_ASIN,tok_ASIN,word_ASIN,n_SIN,tok_SIN,word_SIN,n_VAC,tok_VAC,word_VAC,n_NAC,tok_NAC,word_NAC,n_ASAC,tok_ASAC,word_ASAC,n_SAC,tok_SAC,word_SAC,n_INC,tok_INC,word_INC
PAIR,R3,41,Llama,0,0,0,0,0,0,5,98,81,2,34,26,2,33,29,5,109,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R3,42,Llama,0,0,0,0,0,0,1,20,19,1,34,31,2,42,36,0,0,0,2,57,51,0,0,0,1,22,17,1,23,20,0,0,0,2,57,51,0,0,0,0,0,0,0,0,0,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,gold_standard,1,GPT,0,0,0,1,21,17,0,0,0,8,155,131,1,13,11,6,117,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,gold_standard,2,GPT,0,0,0,0,0,0,0,0,0,11,142,121,1,2,1,7,118,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,3,GPT,0,0,0,3,69,53,3,57,44,5,101,68,1,20,14,13,186,138,3,71,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,39,0,0,0,0,0,0
CounselChat,R4,4,GPT,0,0,0,1,25,18,6,155,128,3,71,59,1,34,31,3,93,84,3,98,86,1,26,21,0,0,0,0,0,0,0,0,0,1,17,15,0,0,0,1,33,29,0,0,0,0,0,0,0,0,0,3,70,61,0,0,0,0,0,0
CounselChat,R4,5,GPT,0,0,0,2,47,37,2,27,22,4,72,58,2,116,91,7,188,149,4,157,125,0,0,0,0,0,0,0,0,0,0,0,0,2,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,6,GPT,0,0,0,1,38,28,2,59,47,10,221,170,1,28,19,2,27,24,5,153,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,7,GPT,0,0,0,1,26,19,4,84,68,2,48,35,1,14,13,4,58,53,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,18,0,0,0,0,0,0,0,0,0,0,0,0,1,47,38,0,0,0,0,0,0
CounselChat,R4,8,GPT,0,0,0,3,67,56,0,0,0,4,158,128,1,39,34,2,66,57,2,56,47,0,0,0,0,0,0,0,0,0,0,0,0,2,35,29,1,29,24,0,0,0,0,0,0,1,26,22,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,9,GPT,0,0,0,1,10,9,1,21,19,10,197,157,1,24,18,4,74,60,7,147,123,0,0,0,0,0,0,0,0,0,0,0,0,2,42,34,1,22,17,0,0,0,2,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,10,GPT,0,0,0,1,16,10,1,36,28,6,80,63,1,28,19,3,87,66,4,87,72,0,0,0,0,0,0,0,0,0,0,0,0,4,56,45,0,0,0,0,0,0,2,29,24,0,0,0,0,0,0,0,0,0,2,51,43,0,0,0
CounselChat,R2,19,GPT,0,0,0,1,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,19,2,54,43,0,0,0,1,16,15,0,0,0,0,0,0,0,0,0,2,37,33,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R2,20,GPT,0,0,0,1,13,10,0,0,0,0,0,0,0,0,0,6,108,82,1,31,22,0,0,0,0,0,0,1,18,15,0,0,0,2,49,39,0,0,0,0,0,0,0,0,0,0,0,0,1,18,15,0,0,0,0,0,0,0,0,0
CounselChat,R2,21,GPT,0,0,0,1,24,20,0,0,0,0,0,0,0,0,0,4,94,75,0,0,0,0,0,0,2,29,23,1,28,19,0,0,0,2,53,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,27,0,0,0
CounselChat,R2,22,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,33,0,0,0,0,0,0,1,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,31,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R2,23,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,0,0,0,1,25,18,0,0,0,0,0,0,0,0,0,1,27,20,0,0,0,0,0,0,0,0,0,1,21,15,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R2,24,GPT,0,0,0,2,32,25,0,0,0,0,0,0,0,0,0,2,53,42,0,0,0,0,0,0,0,0,0,2,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,16,0,0,0,0,0,0,1,16,14,0,0,0
CounselChat,R2,25,GPT,0,0,0,2,52,42,0,0,0,0,0,0,0,0,0,3,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,15,0,0,0,0,0,0,1,16,13,0,0,0
CounselChat,R2,26,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,11,0,0,0,0,0,0,2,52,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,24,1,24,20,0,0,0,1,9,6,0,0,0
CounselChat,R5,11,GPT,0,0,0,0,0,0,0,0,0,1,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,12,GPT,0,0,0,0,0,0,0,0,0,1,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,13,GPT,0,0,0,0,0,0,0,0,0,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,14,GPT,0,0,0,0,0,0,0,0,0,1,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,15,GPT,0,0,0,0,0,0,0,0,0,1,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,16,GPT,0,0,0,0,0,0,0,0,0,1,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,17,GPT,0,0,0,0,0,0,0,0,0,1,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,18,GPT,0,0,0,0,0,0,0,0,0,1,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,35,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,29,0,0,0,0,0,0,0,0,0
CounselChat,R6,36,GPT,1,31,25,1,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,37,GPT,1,41,29,1,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,32,0,0,0,0,0,0,0,0,0
CounselChat,R6,38,GPT,2,48,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,39,GPT,2,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,40,GPT,3,52,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,41,GPT,1,25,20,1,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,42,GPT,0,0,0,1,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,27,GPT,0,0,0,1,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,19,0,0,0,0,0,0,0,0,0,2,27,24,0,0,0
CounselChat,R1,28,GPT,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,20,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0
CounselChat,R1,29,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,97,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,43,0,0,0,0,0,0,0,0,0,1,11,9,0,0,0
CounselChat,R1,30,GPT,0,0,0,1,23,18,0,0,0,0,0,0,1,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,0,0,0,2,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,31,GPT,0,0,0,1,26,17,0,0,0,0,0,0,1,9,8,0,0,0,2,48,39,0,0,0,0,0,0,1,27,22,0,0,0,0,0,0,0,0,0,0,0,0,1,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,32,GPT,0,0,0,1,8,5,0,0,0,0,0,0,1,17,14,2,34,29,1,52,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,33,GPT,0,0,0,1,19,16,0,0,0,0,0,0,1,43,35,1,47,40,0,0,0,0,0,0,0,0,0,1,21,17,0,0,0,0,0,0,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,17,0,0,0
CounselChat,R1,34,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R3,43,GPT,1,14,11,0,0,0,0,0,0,16,335,259,6,97,76,1,12,10,3,90,70,0,0,0,0,0,0,2,25,18,0,0,0,3,108,87,1,21,17,0,0,0,3,87,66,1,15,11,0,0,0,0,0,0,1,12,10,0,0,0
CounselChat,R3,44,GPT,0,0,0,1,61,46,0,0,0,10,228,184,8,145,111,0,0,0,4,111,86,0,0,0,0,0,0,3,110,85,0,0,0,3,72,59,0,0,0,1,10,8,4,61,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R3,45,GPT,2,38,26,0,0,0,3,66,56,8,122,96,7,74,60,6,77,69,3,62,53,0,0,0,0,0,0,1,27,20,0,0,0,4,78,57,0,0,0,2,34,29,2,24,21,2,39,29,1,7,6,1,32,27,4,58,41,0,0,0
CounselChat,R3,46,GPT,0,0,0,0,0,0,0,0,0,20,396,308,8,153,116,2,41,33,1,30,22,0,0,0,0,0,0,4,83,62,0,0,0,10,217,161,0,0,0,0,0,0,2,45,34,1,20,14,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R3,47,GPT,1,38,30,0,0,0,3,97,80,5,89,75,3,57,51,5,112,90,1,34,25,1,36,30,0,0,0,5,149,119,0,0,0,2,58,45,0,0,0,0,0,0,0,0,0,2,31,24,1,12,10,1,36,30,2,44,32,0,0,0
CounselChat,R3,48,GPT,0,0,0,0,0,0,0,0,0,10,187,138,7,144,105,3,55,43,2,57,41,0,0,0,0,0,0,3,42,34,0,0,0,3,84,62,2,21,17,0,0,0,0,0,0,3,28,21,0,0,0,2,39,27,1,19,16,0,0,0
CounselChat,R3,49,GPT,0,0,0,0,0,0,1,95,74,4,63,49,6,136,111,5,178,147,2,54,43,0,0,0,1,13,7,3,170,138,0,0,0,3,47,38,2,75,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,17,0,0,0
CounselChat,R3,50,GPT,0,0,0,0,0,0,0,0,0,12,278,226,9,196,162,3,118,94,1,14,12,0,0,0,0,0,0,1,42,36,0,0,0,4,92,75,0,0,0,0,0,0,4,82,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,gold_standard,1,GPT,0,0,0,1,39,30,0,0,0,12,198,149,2,40,33,6,125,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,gold_standard,2,GPT,0,0,0,0,0,0,0,0,0,11,207,161,1,9,5,7,160,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,27,GPT,1,15,12,1,24,17,2,39,34,8,109,84,1,10,9,6,120,86,9,160,128,0,0,0,0,0,0,0,0,0,0,0,0,2,41,30,1,24,17,1,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,28,GPT,0,0,0,1,7,6,1,33,26,7,146,113,1,26,24,0,0,0,5,144,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,32,1,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,29,GPT,0,0,0,2,36,26,6,177,143,1,23,20,1,35,26,3,76,56,8,241,189,0,0,0,0,0,0,0,0,0,0,0,0,1,26,19,0,0,0,1,22,18,1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,30,GPT,1,37,28,1,26,21,5,135,106,3,73,56,3,62,54,7,190,154,5,135,110,0,0,0,0,0,0,0,0,0,0,0,0,1,37,28,0,0,0,1,29,24,1,15,14,1,26,21,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,31,GPT,0,0,0,2,47,41,6,159,126,4,91,71,1,15,12,6,162,123,7,181,139,0,0,0,0,0,0,0,0,0,0,0,0,1,22,19,1,25,22,0,0,0,0,0,0,0,0,0,0,0,0,1,15,12,0,0,0,0,0,0
PAIR,R4,32,GPT,0,0,0,1,18,14,3,66,53,5,101,84,2,49,44,6,162,131,8,178,142,0,0,0,0,0,0,0,0,0,0,0,0,1,18,14,0,0,0,0,0,0,0,0,0,1,17,14,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,33,GPT,0,0,0,2,26,18,2,27,21,12,243,176,1,21,17,12,223,160,10,172,131,0,0,0,0,0,0,0,0,0,0,0,0,1,19,14,0,0,0,0,0,0,2,28,21,0,0,0,0,0,0,0,0,0,1,8,6,0,0,0
PAIR,R4,34,GPT,0,0,0,4,96,79,4,96,79,7,104,78,3,59,48,4,51,41,7,174,136,0,0,0,0,0,0,1,9,5,0,0,0,1,4,3,0,0,0,1,9,8,2,30,22,0,0,0,1,29,24,0,0,0,0,0,0,0,0,0
PAIR,R2,19,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,28,0,0,0,0,0,0,0,0,0
PAIR,R2,20,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,143,123,0,0,0,0,0,0,0,0,0,1,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,23,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,21,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,56,1,34,27,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,22,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,48,1,30,25,0,0,0,0,0,0,0,0,0,0,0,0,1,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,23,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,14,0,0,0,0,0,0,0,0,0
PAIR,R2,24,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,21,0,0,0,1,14,11,0,0,0,0,0,0,0,0,0,2,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,25,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,126,95,1,20,16,0,0,0,1,36,27,1,36,25,0,0,0,1,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,26,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,22,1,45,36,0,0,0,0,0,0,0,0,0,0,0,0,2,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,11,GPT,0,0,0,0,0,0,0,0,0,1,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,12,GPT,0,0,0,0,0,0,0,0,0,1,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,13,GPT,0,0,0,0,0,0,0,0,0,1,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,14,GPT,0,0,0,0,0,0,1,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,15,GPT,0,0,0,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,16,GPT,0,0,0,0,0,0,0,0,0,1,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,17,GPT,0,0,0,0,0,0,1,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,18,GPT,0,0,0,0,0,0,0,0,0,1,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,3,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,4,GPT,1,19,16,1,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,5,GPT,2,106,82,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,6,GPT,0,0,0,3,69,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,7,GPT,0,0,0,2,47,32,0,0,0,0,0,0,0,0,0,2,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,8,GPT,0,0,0,3,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0
PAIR,R6,9,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,10,GPT,0,0,0,2,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,43,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,14,1,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,44,GPT,0,0,0,1,30,25,0,0,0,0,0,0,1,24,23,0,0,0,0,0,0,0,0,0,0,0,0,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0,1,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,45,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,20,0,0,0,0,0,0,2,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,46,GPT,1,32,26,0,0,0,0,0,0,0,0,0,0,0,0,1,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,47,GPT,0,0,0,1,38,29,0,0,0,0,0,0,0,0,0,2,59,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,48,GPT,0,0,0,1,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,17,0,0,0,2,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,49,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,50,GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,36,0,0,0,0,0,0,0,0,0,1,23,18,0,0,0,0,0,0,0,0,0,1,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R3,35,GPT,1,24,17,0,0,0,2,38,33,4,68,52,8,94,74,1,12,11,2,58,45,0,0,0,1,15,13,0,0,0,0,0,0,5,95,73,0,0,0,0,0,0,0,0,0,1,19,15,0,0,0,1,23,20,0,0,0,0,0,0
PAIR,R3,36,GPT,0,0,0,0,0,0,1,31,24,7,142,108,4,69,55,3,32,29,1,26,21,0,0,0,0,0,0,1,20,18,1,8,6,4,68,55,0,0,0,1,31,24,0,0,0,0,0,0,1,8,6,0,0,0,0,0,0,0,0,0
PAIR,R3,37,GPT,0,0,0,0,0,0,3,61,53,6,135,110,3,79,71,4,87,70,3,74,59,0,0,0,0,0,0,4,73,57,0,0,0,2,44,33,0,0,0,0,0,0,1,12,7,5,99,81,0,0,0,1,29,25,0,0,0,0,0,0
PAIR,R3,38,GPT,0,0,0,0,0,0,1,25,23,11,191,145,11,158,118,4,61,48,1,43,32,0,0,0,0,0,0,2,52,40,0,0,0,4,106,81,0,0,0,0,0,0,1,43,32,1,18,15,0,0,0,0,0,0,1,21,16,0,0,0
PAIR,R3,39,GPT,0,0,0,0,0,0,1,20,16,3,59,45,3,58,42,4,54,46,1,22,16,0,0,0,0,0,0,1,30,26,0,0,0,4,93,74,0,0,0,0,0,0,1,13,11,4,77,62,0,0,0,1,23,18,0,0,0,0,0,0
PAIR,R3,40,GPT,0,0,0,0,0,0,2,44,39,5,88,70,5,106,87,5,86,66,3,58,45,0,0,0,2,53,41,1,25,22,0,0,0,2,52,41,1,23,19,0,0,0,2,51,37,1,25,22,0,0,0,1,23,21,0,0,0,0,0,0
PAIR,R3,41,GPT,0,0,0,0,0,0,0,0,0,8,153,129,4,54,49,1,29,23,0,0,0,0,0,0,0,0,0,1,15,11,1,2,1,4,81,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
