dataset,topic,conv_id,turn,annotator,raw_U1_typicality,raw_U2_evocative,raw_U3_sensitivity,raw_U4_fix_seeking,raw_U5_underlying,norm_U1_typicality,norm_U2_evocative,norm_U3_sensitivity,norm_U4_fix_seeking,norm_U5_underlying,UIRI,band
CareBench,14,CareBench_topic14,1,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,14,CareBench_topic14,2,,0,2,0,0,1,0.0,1.0,0.0,0.0,0.5,0.3,Medium
CareBench,14,CareBench_topic14,3,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,14,CareBench_topic14,4,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,14,CareBench_topic14,5,,0,1,0,0,0,0.0,0.5,0.0,0.0,0.0,0.1,Low
CareBench,14,CareBench_topic14,6,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,14,CareBench_topic14,7,,1,0,0,1,0,0.5,0.0,0.0,1.0,0.0,0.3,Medium
CareBench,14,CareBench_topic14,8,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,14,CareBench_topic14,9,,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.1,Low
CareBench,14,CareBench_topic14,10,,0,1,0,1,1,0.0,0.5,0.0,1.0,0.5,0.4,Medium
CareBench,15,CareBench_topic15,1,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,15,CareBench_topic15,2,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,15,CareBench_topic15,3,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,15,CareBench_topic15,4,,0,1,0,1,2,0.0,0.5,0.0,1.0,1.0,0.5,Medium
CareBench,15,CareBench_topic15,5,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,15,CareBench_topic15,6,,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.2,Low
CareBench,15,CareBench_topic15,7,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,15,CareBench_topic15,8,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,15,CareBench_topic15,9,,0,1,0,0,0,0.0,0.5,0.0,0.0,0.0,0.1,Low
CareBench,15,CareBench_topic15,10,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,16,CareBench_topic16,1,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,16,CareBench_topic16,2,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,16,CareBench_topic16,3,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,16,CareBench_topic16,4,,1,2,0,0,0,0.5,1.0,0.0,0.0,0.0,0.3,Medium
CareBench,16,CareBench_topic16,5,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,16,CareBench_topic16,6,,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.1,Low
CareBench,16,CareBench_topic16,7,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,16,CareBench_topic16,8,,0,1,0,0,0,0.0,0.5,0.0,0.0,0.0,0.1,Low
CareBench,16,CareBench_topic16,9,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CareBench,16,CareBench_topic16,10,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CareBench,17,CareBench_topic17,1,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,17,CareBench_topic17,2,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,17,CareBench_topic17,3,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,17,CareBench_topic17,4,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,17,CareBench_topic17,5,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,17,CareBench_topic17,6,,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,0.2,Low
CareBench,17,CareBench_topic17,7,,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,0.2,Low
CareBench,17,CareBench_topic17,8,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,17,CareBench_topic17,9,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,17,CareBench_topic17,10,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,18,CareBench_topic18,1,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,18,CareBench_topic18,2,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,18,CareBench_topic18,3,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,18,CareBench_topic18,4,,0,2,0,0,1,0.0,1.0,0.0,0.0,0.5,0.3,Medium
CareBench,18,CareBench_topic18,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,18,CareBench_topic18,6,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,18,CareBench_topic18,7,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,18,CareBench_topic18,8,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,18,CareBench_topic18,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,18,CareBench_topic18,10,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,19,CareBench_topic19,1,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,19,CareBench_topic19,2,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,19,CareBench_topic19,3,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,19,CareBench_topic19,4,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,19,CareBench_topic19,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,19,CareBench_topic19,6,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,19,CareBench_topic19,7,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,19,CareBench_topic19,8,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,19,CareBench_topic19,9,,0,0,0,1,1,0.0,0.0,0.0,1.0,0.5,0.3,Medium
CareBench,19,CareBench_topic19,10,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,20,CareBench_topic20,1,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,20,CareBench_topic20,2,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,20,CareBench_topic20,3,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,20,CareBench_topic20,4,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,20,CareBench_topic20,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,20,CareBench_topic20,6,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,20,CareBench_topic20,7,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,20,CareBench_topic20,8,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,20,CareBench_topic20,9,,1,2,0,1,2,0.5,1.0,0.0,1.0,1.0,0.7,High
CareBench,20,CareBench_topic20,10,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,21,CareBench_topic21,1,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,21,CareBench_topic21,2,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,21,CareBench_topic21,3,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,21,CareBench_topic21,4,,0,0,0,1,2,0.0,0.0,0.0,1.0,1.0,0.4,Medium
CareBench,21,CareBench_topic21,5,,0,0,0,1,2,0.0,0.0,0.0,1.0,1.0,0.4,Medium
CareBench,21,CareBench_topic21,6,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,21,CareBench_topic21,7,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,21,CareBench_topic21,8,,0,1,0,1,2,0.0,0.5,0.0,1.0,1.0,0.5,Medium
CareBench,21,CareBench_topic21,9,,1,0,0,0,2,0.5,0.0,0.0,0.0,1.0,0.3,Medium
CareBench,21,CareBench_topic21,10,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,22,CareBench_topic22,1,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,22,CareBench_topic22,2,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,22,CareBench_topic22,3,,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.2,Low
CareBench,22,CareBench_topic22,4,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,22,CareBench_topic22,5,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,22,CareBench_topic22,6,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,22,CareBench_topic22,7,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,22,CareBench_topic22,8,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,22,CareBench_topic22,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,22,CareBench_topic22,10,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,23,CareBench_topic23,1,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,23,CareBench_topic23,2,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,23,CareBench_topic23,3,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,23,CareBench_topic23,4,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,23,CareBench_topic23,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,23,CareBench_topic23,6,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,23,CareBench_topic23,7,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,23,CareBench_topic23,8,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,23,CareBench_topic23,9,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,23,CareBench_topic23,10,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,24,CareBench_topic24,1,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,24,CareBench_topic24,2,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,24,CareBench_topic24,3,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,24,CareBench_topic24,4,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,24,CareBench_topic24,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,24,CareBench_topic24,6,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,24,CareBench_topic24,7,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,24,CareBench_topic24,8,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,24,CareBench_topic24,9,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,24,CareBench_topic24,10,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,25,CareBench_topic25,1,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
CareBench,25,CareBench_topic25,2,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,25,CareBench_topic25,3,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,25,CareBench_topic25,4,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,25,CareBench_topic25,5,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,25,CareBench_topic25,6,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,25,CareBench_topic25,7,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,25,CareBench_topic25,8,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,25,CareBench_topic25,9,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,25,CareBench_topic25,10,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,26,CareBench_topic26,1,,0,1,0,1,1,0.0,0.5,0.0,1.0,0.5,0.4,Medium
CareBench,26,CareBench_topic26,2,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,26,CareBench_topic26,3,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,26,CareBench_topic26,4,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,26,CareBench_topic26,5,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,26,CareBench_topic26,6,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,26,CareBench_topic26,7,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,26,CareBench_topic26,8,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,26,CareBench_topic26,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,26,CareBench_topic26,10,,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,0.2,Low
CareBench,27,CareBench_topic27,1,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,27,CareBench_topic27,2,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,27,CareBench_topic27,3,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,27,CareBench_topic27,4,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,27,CareBench_topic27,5,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,27,CareBench_topic27,6,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CareBench,27,CareBench_topic27,7,,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.1,Low
CareBench,27,CareBench_topic27,8,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,27,CareBench_topic27,9,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,27,CareBench_topic27,10,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,28,CareBench_topic28,1,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,28,CareBench_topic28,2,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,28,CareBench_topic28,3,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,28,CareBench_topic28,4,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,28,CareBench_topic28,5,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CareBench,28,CareBench_topic28,6,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,28,CareBench_topic28,7,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,28,CareBench_topic28,8,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,28,CareBench_topic28,9,,0,1,0,0,0,0.0,0.5,0.0,0.0,0.0,0.1,Low
CareBench,28,CareBench_topic28,10,,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.1,Low
CareBench,29,CareBench_topic29,1,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,29,CareBench_topic29,2,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,29,CareBench_topic29,3,,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.2,Low
CareBench,29,CareBench_topic29,4,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,29,CareBench_topic29,5,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,29,CareBench_topic29,6,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,29,CareBench_topic29,7,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,29,CareBench_topic29,8,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,29,CareBench_topic29,9,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,29,CareBench_topic29,10,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,30,CareBench_topic30,1,,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.1,Low
CareBench,30,CareBench_topic30,2,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,30,CareBench_topic30,3,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,30,CareBench_topic30,4,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,30,CareBench_topic30,5,,0,2,0,0,1,0.0,1.0,0.0,0.0,0.5,0.3,Medium
CareBench,30,CareBench_topic30,6,,1,2,0,0,1,0.5,1.0,0.0,0.0,0.5,0.4,Medium
CareBench,30,CareBench_topic30,7,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,30,CareBench_topic30,8,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,30,CareBench_topic30,9,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,30,CareBench_topic30,10,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,31,CareBench_topic31,1,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,31,CareBench_topic31,2,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,31,CareBench_topic31,3,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,31,CareBench_topic31,4,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,31,CareBench_topic31,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,31,CareBench_topic31,6,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,31,CareBench_topic31,7,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,31,CareBench_topic31,8,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,31,CareBench_topic31,9,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,31,CareBench_topic31,10,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,32,CareBench_topic32,1,,1,2,1,1,2,0.5,1.0,1.0,1.0,1.0,0.9,High
CareBench,32,CareBench_topic32,2,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,32,CareBench_topic32,3,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,32,CareBench_topic32,4,,1,2,0,1,2,0.5,1.0,0.0,1.0,1.0,0.7,High
CareBench,32,CareBench_topic32,5,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,32,CareBench_topic32,6,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,32,CareBench_topic32,7,,1,2,0,1,2,0.5,1.0,0.0,1.0,1.0,0.7,High
CareBench,32,CareBench_topic32,8,,0,1,0,1,1,0.0,0.5,0.0,1.0,0.5,0.4,Medium
CareBench,32,CareBench_topic32,9,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,32,CareBench_topic32,10,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,33,CareBench_topic33,1,,1,2,0,1,2,0.5,1.0,0.0,1.0,1.0,0.7,High
CareBench,33,CareBench_topic33,2,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,33,CareBench_topic33,3,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,33,CareBench_topic33,4,,1,2,0,1,2,0.5,1.0,0.0,1.0,1.0,0.7,High
CareBench,33,CareBench_topic33,5,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,33,CareBench_topic33,6,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,33,CareBench_topic33,7,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,33,CareBench_topic33,8,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,33,CareBench_topic33,9,,1,2,1,0,2,0.5,1.0,1.0,0.0,1.0,0.7,High
CareBench,33,CareBench_topic33,10,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,34,CareBench_topic34,1,,1,1,1,0,2,0.5,0.5,1.0,0.0,1.0,0.6,High
CareBench,34,CareBench_topic34,2,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,34,CareBench_topic34,3,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,34,CareBench_topic34,4,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,34,CareBench_topic34,5,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,34,CareBench_topic34,6,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,34,CareBench_topic34,7,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,34,CareBench_topic34,8,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,34,CareBench_topic34,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,34,CareBench_topic34,10,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,35,CareBench_topic35,1,,0,1,0,1,2,0.0,0.5,0.0,1.0,1.0,0.5,Medium
CareBench,35,CareBench_topic35,2,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,35,CareBench_topic35,3,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,35,CareBench_topic35,4,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,35,CareBench_topic35,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,35,CareBench_topic35,6,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,35,CareBench_topic35,7,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,35,CareBench_topic35,8,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,35,CareBench_topic35,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,35,CareBench_topic35,10,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,36,CareBench_topic36,1,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,36,CareBench_topic36,2,,0,1,0,1,1,0.0,0.5,0.0,1.0,0.5,0.4,Medium
CareBench,36,CareBench_topic36,3,,0,1,0,1,2,0.0,0.5,0.0,1.0,1.0,0.5,Medium
CareBench,36,CareBench_topic36,4,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,36,CareBench_topic36,5,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,36,CareBench_topic36,6,,0,0,0,1,1,0.0,0.0,0.0,1.0,0.5,0.3,Medium
CareBench,36,CareBench_topic36,7,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,36,CareBench_topic36,8,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,36,CareBench_topic36,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,36,CareBench_topic36,10,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
